Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
RIMBP2,9.245009,9.6348,6.65691,6.8455
LRTM2,8.058226,8.5774,4.312898,4.67215
PITX1,1.883042,2.0,6.636967,6.96465
TMSB15A,2.949815,3.0,7.199485,7.5524
GRIP2,8.157268,8.3039,5.438806,5.4522
PRMT8,8.263531,8.7814,5.319387,5.4594
PI3,1.595982,1.585,6.312753,6.01135
OR2I1P,0.513074,0.0,3.787923,3.6427
PNMT,7.574216,7.7142,4.486976,4.2479
CAMK1G,8.798126,9.236,5.973576,6.0768
GSC,0.51474,0.0,6.038726,6.3038
GPR83,7.43389,7.7211,4.20175,4.0875
RP11-392E22.9,6.007493,6.0892,1.928048,1.8718
CORO6,10.654319,11.0077,5.917786,5.8703
ANXA2P2,2.543057,2.5211,7.381644,7.5314
HOTAIRM1,2.442486,2.0321,7.413661,7.5316
SLC8A2,10.690894,10.8242,6.656185,6.69215
LTF,4.988596,4.7549,11.565343,11.28565
HAPLN2,10.629025,10.4919,7.910212,7.9744
TFAP2A-AS1,1.694593,1.585,5.147823,5.5253
DOC2A,10.147218,10.4287,7.318799,7.483
RP11-403A3.3,4.077157,4.0875,9.610288,9.72265
LEFTY2,2.621477,2.669,7.504748,7.604
UNC13C,10.312687,10.6689,4.663194,4.585
RP11-834C11.4,4.481222,4.2479,8.822447,9.19835
CRHR1,7.707203,7.5392,4.851768,4.88245
RP11-80P20.3,5.804218,5.7814,2.968197,3.0
HERC2P3,10.75361,10.8759,8.138085,8.29395
DMRTA2,2.943789,2.8074,7.874535,8.1392
CTD-2396E7.9,5.045064,5.2254,1.411002,1.32755
ADRA2C,7.459653,7.4838,4.291035,4.2849
RP4-738P15.6,6.315213,6.8025,2.905628,3.2906
TOP2A,2.778007,2.585,11.77131,11.97205
ANXA1,8.51339,8.29,13.225413,13.572
SSTR3,6.18055,6.1898,3.165997,3.1699
CTD-2527I21.4,4.720929,5.4941,1.54407,0.0
LINC01587,0.251448,0.0,3.468849,3.4594
LINC00632,7.923536,7.96,4.625683,4.585
EMP1,8.828468,8.7142,13.1847,13.33915
SLC25A27,10.388091,10.5127,7.620388,7.73065
NCAPH,3.657486,3.7004,8.894801,9.07275
SKA1,2.641677,2.3219,7.898259,8.0877
