Gene,Mean_GTEX_Healthy,Median_GTEX_Healthy,Mean_TCGA_Tumor,Median_TCGA_Tumor
KIF20A,2.394617,2.3219,8.565445,8.7649
HRASLS5,7.901937,8.0715,6.050378,6.0875
CTD-2227E11.1,8.057017,8.1849,4.91643,5.0444
GOLGA8N,10.794671,10.9397,9.063727,9.1244
VCAN,8.014669,7.9395,14.053802,14.174
SIRPG,1.572002,1.585,5.991869,6.0875
FAM153C,5.885993,6.0168,3.203731,3.3519
VILL,6.702051,6.7279,11.898011,12.0751
MCM10,1.897795,2.0,6.987216,7.098
HIST1H3H,1.589145,1.585,6.135373,6.3399
LINC01529,4.278679,4.2479,1.595207,1.585
RASSF10,0.972287,1.0,5.098931,5.4263
AQP8,12.395751,12.6693,5.275515,4.3219
TECPR1,12.524349,12.7663,11.022266,10.9322
SYCN,15.660413,16.1103,6.618132,6.2668
LPAR3,8.108926,8.2574,4.607327,4.4594
REG3G,13.304293,13.7894,7.190834,7.8202
NOS1,6.523208,6.6294,4.746663,4.8074
IGKV3D-20,0.57482,0.0,4.988196,5.2215
ZDHHC11B,8.628727,8.5389,7.056284,7.14
ACTBL2,0.546529,0.0,4.326291,4.4594
PAIP2B,11.416052,11.5774,8.379997,8.3354
DHRS9,2.328477,2.3219,9.426587,9.4242
COL10A1,2.856759,2.8074,12.023949,12.4476
UNC5B-AS1,1.20334,1.0,5.646306,5.6439
NT5E,5.868132,5.8074,10.965399,11.021
COL28A1,8.257034,8.4919,6.576592,6.4429
UGT1A1,0.565356,0.0,6.203585,6.5035
CTA-363E6.2,0.355934,0.0,4.423373,4.5236
RP11-392O17.1,6.608323,6.8202,2.151966,1.585
FAM177B,1.581198,1.585,6.783927,6.7944
AC093850.2,0.365407,0.0,6.164847,6.4919
FIBCD1,0.618169,0.0,7.018558,7.1799
MYLK2,7.596392,7.6439,4.86516,4.4594
DOK5,3.477122,3.585,8.222758,8.4136
FUT1,9.738375,9.7582,8.211677,8.2288
SLC38A3,10.187138,10.341,6.839398,7.0112
LGALS4,9.037958,9.0444,13.553193,14.0419
SEMA7A,5.003617,4.9542,10.893193,10.9873
ZNF488,1.508734,1.585,6.683607,6.8704
TEX11,7.929304,8.1396,5.010902,4.9069
CXCL5,2.904954,2.8074,10.691191,11.4067
LILRA4,0.734753,0.0,4.754984,4.649
RP11-78A19.3,3.359353,3.9288,7.808289,7.9623
KLF15,10.405239,10.6484,7.712164,7.8009
RP11-420K14.2,5.259541,5.8329,3.003598,3.1699
CLRN3,1.588187,1.585,7.947186,8.3531
GH1,3.213449,3.8074,0.766158,0.0
AP000695.6,0.371171,0.0,4.944021,5.0875
IGHA2,6.916869,6.6798,12.047724,12.3604
SLC24A2,1.735182,1.585,6.006716,6.1497
